LINK_ID,F_NODE,T_NODE,LANES_,ROAD_RANK_,ROAD_TYPE_,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,MAX_SPD_,REST_VEH_,REST_W_,REST_H_,LENGTH,REMARK_
29,10,20,LANES_,ROAD_RANK_,1,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,80,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
30,10,11,LANES_,ROAD_RANK_,1,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,80,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
31,11,10,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
32,11,21,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
33,11,12,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
34,11,1,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
35,12,11,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
36,12,22,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
37,12,13,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
38,12,2,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
39,13,12,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
40,13,23,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
41,13,14,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
42,13,3,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
43,14,13,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
44,14,24,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
45,14,15,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
46,14,4,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
47,15,14,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
48,15,25,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
49,15,16,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
50,15,5,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
51,16,15,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
52,16,26,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
53,16,17,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
54,16,6,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
55,17,16,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
56,17,27,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
57,17,18,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
58,17,7,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
59,18,17,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
60,18,28,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
61,18,19,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
62,18,8,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
63,19,9,LANES_,ROAD_RANK_,1,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,80,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
64,19,29,LANES_,ROAD_RANK_,1,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,80,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
65,19,18,LANES_,ROAD_RANK_,1,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,80,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
66,20,10,LANES_,ROAD_RANK_,1,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,80,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
67,20,30,LANES_,ROAD_RANK_,1,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,80,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
68,20,21,LANES_,ROAD_RANK_,1,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,80,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
69,21,20,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
70,21,31,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
71,21,22,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
72,21,11,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
73,22,21,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
74,22,32,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
75,22,23,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
76,22,12,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
77,23,22,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
78,23,33,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
79,23,24,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
80,23,13,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
81,24,23,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
82,24,34,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
83,24,25,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
84,24,14,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
85,25,24,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
86,25,35,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
87,25,26,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
88,25,15,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
89,26,25,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
90,26,36,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
91,26,27,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
92,26,16,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
93,27,26,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
94,27,37,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
95,27,28,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
96,27,17,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
97,28,27,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
98,28,38,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
99,28,29,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
100,28,18,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
101,29,19,LANES_,ROAD_RANK_,1,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,80,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
102,29,39,LANES_,ROAD_RANK_,1,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,80,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
103,29,28,LANES_,ROAD_RANK_,1,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,80,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
104,30,20,LANES_,ROAD_RANK_,1,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,80,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
105,30,40,LANES_,ROAD_RANK_,1,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,80,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
106,30,31,LANES_,ROAD_RANK_,1,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,80,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
107,31,30,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
108,31,41,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
109,31,32,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
110,31,21,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
111,32,31,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
112,32,42,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
113,32,33,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
114,32,22,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
115,33,32,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
116,33,43,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
117,33,34,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
118,33,23,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
119,34,33,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
120,34,44,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
121,34,35,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
122,34,24,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
123,35,34,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
124,35,45,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
125,35,36,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
126,35,25,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
127,36,35,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
128,36,46,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
129,36,37,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
130,36,26,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
131,37,36,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
132,37,47,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
133,37,38,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
134,37,27,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
135,38,37,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
136,38,48,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
137,38,39,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
138,38,28,LANES_,ROAD_RANK_,2,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,60,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
139,39,29,LANES_,ROAD_RANK_,1,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,80,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
140,39,49,LANES_,ROAD_RANK_,1,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,80,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
141,39,38,LANES_,ROAD_RANK_,1,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,80,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
142,40,30,LANES_,ROAD_RANK_,1,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,80,REST_VEH_,REST_W_,REST_H_,2000,REMARK_
